"州名","見出し","現行地","統一新羅地名","景徳王以前地名","三国史記編纂時地名","音韻データ","アイヌ語解釈","出典"
"良州","餘粮県","慶尚北道 慶山市 珍良邑 県内里","餘粮県","麻珍良県（or麻彌良県）／麻珍良県","仇史部曲","上古音：「麻」m a／m eai／m ua／m rwa／m rar
上古音：「珍」t i̯ən／t ǐen／t jen／t ien／t rjin
上古音：「良」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
随唐音：「餘」0 i̯wo／j ǐo／0 jo／0 io／ji wo／0 ǐo
随唐音：「粮」- -／ l ǐaŋ／l jɑŋ／l iɑŋ／l jang／l ǐɑŋ
随唐音：「仇」ɡʰ i̯ə̯u／g ǐəu／ɡʰ ju／ɡ iəu／g jə̆u／ɡʰ ǐou
随唐音：「史」ʂ i／ʃ ǐə／ʃ i／ʂ i／ṣ ï／ʃ ǐə","アイヌ語：「麻珍良（県）」＝「ム・アゥ・テュ・エ・エン・リ・アゥ・ウン(mu-aw-tu-e-en-ri-aw-un)」＝「ふさがった・角、枝分かれの・峰が・そこで・突き出ている（ところ）・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「餘粮（県）」＝「イ・オ・リ・アゥ・ウン(i-o-ri-aw-un)」＝「それが・たくさんある・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「仇史（部曲）」＝「キル・シル・エ・エン(kir-sir-e-en)」＝「山脚の・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","慈仁県","慶尚北道 慶山市 慈仁面","慈仁県","奴斯火県","慈仁県","上古音：「奴」n o／n a／n ɑɡ／n aɣ／n ag
上古音：「斯」s i̯ĕɡ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「慈」dzʰ i／dz ǐə／dzʰ i／dz i／dz ï／dzʰ ǐə
随唐音：「仁」ȵʑ i̯ĕn／ɽ ǐěn／ȵ jen／ȵ iɪn／ńź jĕn／nʑ ǐen","アイヌ語：「奴斯火（県）」＝「ナン・シル・エ・エン・ハィ(nan-sir-e-en-hay)」＝「斜面の・山が・そこで・突き出ている・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「慈仁（県）」＝「テュ・エ・ニ・エ・エン(tu-e-ni-e-en)」＝「峰の・頭・棒の・頭が・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","臨皐郡","慶尚北道 永川市","臨皐郡","切也火郡","永州","上古音：「切」tsʰ iet／tsʰ iet／tsʰ iet／tsʰ et／tsh it
上古音：「也」d i̯a／ʎ iai／d jăɡ／r aɣ／r iagx
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「臨」bl i̯əm／l ǐəm／l jəm／l iəm／bl jəm
随唐音：「皐」- -／k ɑu／k ɑu／k ɑu／k âu／k ɑu
随唐音：「永」j i̯wɐŋ／ɣ ǐwɐŋ／ɣ juɐŋ／j iuaŋ／j wɐng／j ǐuaŋ","アイヌ語：「切也火（郡）」＝「チッ・テュ・アゥ・ハィ(cit-tu-aw-hay)」＝「膣の（ような袋状の）・角、枝分かれの・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「臨皐（郡）」＝「リ・アム・キル・アゥ(ri-am-kir-aw)」＝「高い・爪の（ように平べったく鋭い）・山脚の・角、枝分かれ」
アイヌ語：「永（州）」
＝「キル・アゥ・ウン(kir-aw-un)」＝「山脚の・角、枝分かれ・にある（ところ）」
or「イ・アゥ・ウン(i-aw-un)」＝「その・角、枝分かれ・にある（ところ）」
or「イワ・ウン(iwa-un)」＝「祖先を祀る神聖な山・にある（ところ）」","jomon2_bnum59.html"
"良州","長鎮県","慶尚北道 浦項市 北区 竹長面","長鎮県","","竹長伊部曲","随唐音：「長」ȡʰ i̯aŋ／ȡ ǐaŋ／ȡʰ jɑŋ／ɖ iɑŋ／ḍ jang／ȡʰ ǐɑŋ
随唐音：「長」ȶ i̯aŋ／ȶ ǐaŋ／ȶ jɑŋ／ʈ iɑŋ／ṭ jang／ȶ ǐɑŋ
随唐音：「鎮」ȶ i̯ĕn／ȶ ǐěn／ȶ jen／ʈ iɪn／ṭ jĕn／ȶ ǐen
随唐音：「竹」ȶ i̯uk／ȶ ǐuk／ȶ juk／ʈ iuk／ṭ juk／ȶ ǐok
随唐音：「伊」ʔ i／0 i／ʔ jei／ʔ iɪi／· i／ʔ ǐe","アイヌ語：「長鎮（県）」＝「テュ・アゥ・ウン・テュ・エ・エン(tu-aw-un-tu-e-en)」＝「峰の・角、枝分かれ・にある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「竹長伊（部曲）」
＝「テュク・テュ・アゥ・ウン・イ・エ・エン(tuk-tu-aw-un-i-e-en)」＝「小山・峰の・角、枝分かれ・にある・それが・そこで・突き出ている（ところ）」
or「テュク・テュ・アゥ・ウン・イェ・エン(tuk-tu-aw-un-ye-en)」＝「小山・峰の・角、枝分かれ・にある・岩が・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","臨川県","慶尚北道 永川市 完山洞","臨川県","骨火小国／骨火","永州に併合","上古音：「骨」k wət／k uət／k uə̂t／k wət／kw ət
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「臨」bl i̯əm／l ǐəm／l jəm／l iəm／bl jəm
上古音：「川」ȶʰ i̯wan／ȶʰ ǐwən／- -／- -／th jiən","アイヌ語：「骨火」＝「ク・アッ・ハィ(ku-at-hay)」＝「矢（先のような形の峰）が・たくさんある・カジキマグロの顎（のような突き出た峰）」
アイヌ語：「臨川（県）」
＝「リ・アム・テュ・ワ・アン(ri-am-tu-wa-an)」＝「高い・爪の（ように鋭い）・峰・に・ある（ところ）」","jomon2_bnum59.html"
"良州","道同県","慶尚北道 永川市 道洞","道同県","刀冬火県","永州に合併","上古音：「刀」t oɡ／t au／t ɔ̂ɡ／t aw／t agw
上古音：「冬」t -／t uŋ／t ôŋ／t əwŋ／t əngw t
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「道」dʰ ɑu／d ɑu／dʰ ɑu／d ɑu／d âu／dʰ ɑu
随唐音：「同」dʰ uŋ／d uŋ／dʰ uŋ／d uŋ／d ung／dʰ oŋ","アイヌ語：「刀冬火（県）」
＝「テュ・アゥ・テュン・ハィ(tu-aw-tun-hay)」＝「峰の・角、枝分かれの・間の・カジキマグロの顎（のような突き出た峰）」
アイヌ語：「道同（県）」
＝「テュ・アゥ・テュン(tu-aw-tun)」＝「峰の・角、枝分かれの・間」","jomon2_bnum59.html"
"良州","新寧県","慶尚北道 永川市 新寧面","新寧県","史丁火県","新寧県","上古音：「史」sl i̯əɡ／ʃ ǐə／s əɡ／s iəɣ／sl jəgx
上古音：「丁」t ĕŋ／t eŋ／t eŋ／t reŋ／t ring
上古音：「丁」t ieŋ／t ieŋ／t ieŋ／t eŋ／t ing
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「新」s i̯ĕn／s ǐěn／s jen／s iɪn／s jĕn／s ǐen
随唐音：「寧」n ieŋ／n ieŋ／n ieŋ／n iɛŋ／n ieng／n ieŋ","アイヌ語：「史丁火（県）」＝「シル・エ・エン・テュ・エ・エン・ハィ(sir-e-en-tu-e-en-hay)」＝「山が・そこで・突き出ている・峰が・そこで・突き出ている・カジキマグロの顎（のような突き出た峰）」
アイヌ語：「新寧（県）」＝「シル・エ・エン・ニ・エ・エン(sir-e-en-ni-e-en)」＝「山が・そこで・突き出ている（ところ）・棒（のように細長い峰）が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","黽白県","慶尚北道 永川市 華北面","黽白県","買熱次県","新寧県に併合","上古音：「買」- -／m e／m eɡ／m reɣ／m rigx
上古音：「熱」ȵ i̯at／ȵ ǐat／ȵ jæt ／n jiat ／n jat
上古音：「次」tsʰ i̯ər／tsʰ ǐei／tsʰ jed／tsʰ jier／tsh jidh
随唐音：「黽」m i̯ĕn／m ǐěn／m jen／m iɪn／m jiĕn／ɱ ǐen
随唐音：「白」bʰ ɐk／b ɐk／bʰ ɐk／b ak／b ɐk／bʰ ak","アイヌ語：「買熱次（県）」＝「ムィ・ニ・アッ・テュ・エ・エン(muy-ni-at-tu-e-en)」＝「頂の・棒（のように細長いもの）が・たくさんある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「黽白（県）」
＝「ムィ・エ・エン・パケ(muy-e-en-pake)」＝「頂が・そこで・突き出ている・岬」","jomon2_bnum59.html"
"良州","東莱郡","釜山広域市 東莱区","東莱郡","居柒山郡","東莱郡","上古音：「居」k i̯o／k ǐa／k jaɡ／k jaɣ／k jag
上古音：「漆」tsʰ i̯ĕt／tsʰ ǐet／tsʰ jet／tsʰ jiet／tsh jit
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「東」t uŋ／t uŋ／t uŋ／t uŋ／t ung／t oŋ
随唐音：「莱」l ɑ̆i／l ɒi／l Ai／l əi／l ậi／l əi","アイヌ語：「居柒山（郡）」＝「キル・アゥ・チッ・シル・エ・エン(kir-aw-cit-sir-e-en)」＝「山脚の・角、枝分かれの・膣の（ように袋状になった）・山が・そこで・突き出ている（ところ）」
アイヌ語：「東莱（郡）」＝「テュン(tun)・ラィ（(ray)・イ）(i)」＝「間の・死んでいる（ところ）」※間にある水たまり。","jomon2_bnum59.html"
"良州","東平県","釜山広域市 水営区 広安洞","東平県","大甑県","東平県","上古音：「大」tʰ, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「甑」ts i̯əŋ／ts ǐəŋ／ts jəŋ／ts jiəŋ／ts jəngh
随唐音：「東」t uŋ／t uŋ／t uŋ／t uŋ／t ung／t oŋ
随唐音：「平」bʰ i̯wɐŋ／b ǐɐŋ／bʰ jɐŋ／b iaŋ／b jɐng／bʰ ǐaŋ","アイヌ語：「大甑（県）」
＝「テュ・アッ・テュ・エ・エン(tu-at-tu-e-en)」＝「峰が・たくさんある（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「東平（県）」
＝「テュン(tun)・ぺ・アゥ・ウン(aw-un)」＝「間の・水の・角、枝分かれ・にある（ところ）」","jomon2_bnum59.html"
"良州","機張県","釜山広域市 機張郡 機張邑","機張県","甲火良谷県","機張県","上古音：「甲」k ap／k eap／k ap／k rap／k rap
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「良」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
上古音：「谷」k uk／k ɔk／k ûk／k ewk／k uk
上古音：「谷」ɡ i̯uk／ʎ ǐwɔk／ɡ juk／ɣr iewk／g rjuk
随唐音：「機」k je̯i／k ǐəi／k jəi／k iəi／k jĕi／k ǐəi
随唐音：「張」ȶ i̯aŋ／ȶ ǐaŋ／ȶ jɑŋ／ʈ iɑŋ／ṭ jang／ȶ ǐɑŋ","アイヌ語：「甲火良谷（県）」＝「カプ・ハィ・リ・アゥ・ウン・ク・ク(kap-hay-ri-aw-un-ku-ku)」＝「薄っぺらな・カジキマグロの顎の（ように鋭く突き出た峰）・高い・角、枝分かれ・にある・矢（先のような形の峰）・矢」※たくさんの矢先の形の峰。
アイヌ語：「機張（県）」
＝「キル・エ・エン・テュ・アン(kir-e-en-tu-an)」＝「山脚が・そこで・突き出ている・峰・がある（ところ）」","jomon2_bnum59.html"
"良州","東安郡","蔚山広域市 蔚州郡 温山邑","東安郡","生西良郡","慶州に併合／東安郡","上古音：「生」s ĕŋ／ʃ eŋ／s ĕŋ／s reŋ／s ring
上古音：「西」s iər／s iei／s ied／s er／s id
上古音：「良」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
随唐音：「東」t uŋ／t uŋ／t uŋ／t uŋ／t ung／t oŋ
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn","アイヌ語：「生西良（郡）」＝「シル・エ・エン・シル・エ・エン・リ・アゥ・ウン(sir-e-en-sir-e-en-ri-aw-un)」＝「山が・そこで・突き出ている（ところ）・山が・そこで・突き出ている（ところ）・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「東安（郡）」
＝「テュ・ウン・アゥ・ウン(tu-un-aw-un)」＝「峰・にある（ところ）・角、枝分かれ・にある（ところ）」","jomon2_bnum59.html"
"良州","虞風県","蔚山広域市 蔚州郡 熊村面","虞風県","于火県","蔚州に併合","上古音：「于」ɡ i̯wo／ɣ ǐwa／ɣ juaɡ／ɣ jwaɣ／gw jag
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「虞」ŋ i̯u／ŋ ǐu／ŋ juo／ŋ iuo／ng ju／ŋ ǐu
随唐音：「風」p i̯uŋ／p ǐuŋ／p juŋ／p iuŋ／p jung／pf ǐoŋ","アイヌ語：「于火（県）」＝「キル・アゥ・ハィ(kir-aw-hay)」＝「山脚の・角、枝分かれの・カジキマグロの顎（のように突き出た峰）」
アイヌ語：「虞風（県）」
＝「キル・オ・ピル・ウン(kir-o-pir-un)」＝「山脚が・たくさんある・傷（のように切り刻まれたもの）・にある（ところ）」","jomon2_bnum59.html"
"良州","臨關郡","慶尚北道 慶州市 外東邑 毛火里","臨關郡","毛火郡（蚊代）／毛火郡／蚊代","慶州に併合","上古音：「毛」m oɡ／m au／m ɔ̂ɡ／m aw／m agw
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「蚊」m i̯wən／m ǐwən／- -／m jwən／- -
上古音：「代」dʰ əɡ／d ə／dʰ ə̂ɡ／d əɣ／d əgh
随唐音：「臨」l i̯əm／l ǐěm／l jem／l iɪm／l jəm／l ǐəm
随唐音：「關」k wan／k wan／k uan／k uan／k wan／k uan","アイヌ語：「毛火（県）」＝「ム・アゥ・ハィ(mu-aw-hay)」＝「ふさがった・角、枝分かれの・カジキマグロの顎（のように突き出た峰）」
アイヌ語：「蚊代（県）」
＝「ムィ・エ・エン・テク(muy-e-en-tek)」＝「頂が・そこで・突き出ている・腕（のような峰）」
アイヌ語：「臨關（郡）」
＝「リ・アム(ri-am)・ク（(ku)・ワ）(wa)・アン(an)」＝「高い・爪の（ように平べったく鋭い）・矢（先のような形の峰）（・に）・ある（ところ）」","jomon2_bnum59.html"
"良州","東津県","蔚山広域市北区江東面","東津県","栗浦県","蔚州に併合","上古音：「栗」l i̯ĕt／l ǐet／l jet／l iet／l jit
上古音：「浦」pʰ wo／pʰ ua／pʰ uɑɡ／pʰ waɣ／ph agx
随唐音：「東」t uŋ／t uŋ／t uŋ／t uŋ／t ung／t oŋ
随唐音：「津」ts i̯ĕn／ts ǐěn／ts jen／ts iɪn／ts jĕn／ts ǐen","アイヌ語：「栗浦（県）」
＝「リッ・パケ(rit-pake)」＝「筋の（ように細長い）・岬」
アイヌ語：「東津（県）」
＝「テュン・テュ・エ・エン(tun-tu-e-en)」＝「間の・峰が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","河曲県","蔚山広域市","河曲県／河西県","屈阿火県","蔚州","上古音：「屈」- -／k ǐwət／k juə̆t／k jwət／kw jət
上古音：「屈」kʰ i̯wət／kʰ ǐwət／kʰ juə̆t／kʰ jwət／khw jət
上古音：「阿」ʔ ɑ／0 ai／ʔ ɑ／ʔ a／· ar
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「河」ɣ ɑ／ɣ ɑ／ɣ ɑ／ɣ ɑ／ɣ â／ɣ ɑ
随唐音：「曲」kʰ i̯wok／kʰ ǐwok／kʰ juok／kʰ iuok／kh jwok／kʰ ǐuk
随唐音：「西」s iei／s iei／s iɛi／s iɛi／s iei／s iei
随唐音：「蔚」ʔ jwe̯i／0 ǐwəi／ʔ juəi／ʔ iuəi／· jwĕi／ʔ ǐuəi","アイヌ語：「屈阿火（県）」
＝「キル・アッ・アィ・ハィ(kir-at-ay-hay)」＝「山脚が・たくさんある・矢の（ような）・カジキマグロの顎（のように突き出た峰）」
or「キル・アッ・アゥ・ハィ(kir-at-aw-hay)」＝「山脚が・たくさんある・角、枝分かれの・カジキマグロの顎（のように突き出た峰）」
アイヌ語：「河曲（県）」
＝「キル・アゥ・キル・アゥ・ケ(kir-aw-kir-aw-ke)」＝「山脚の・角、枝分かれ・山脚の・角、枝分かれ・のところ」※たくさんある山脚の角のところ。
アイヌ語：「河西（県）」
＝「キル・アゥ・シル・エ・エン(kir-aw-sir-e-en)」＝「山脚の・角、枝分かれの・山が・そこで・突き出ている（ところ）」
アイヌ語：「蔚（州）」
＝「ウル(ur)」＝「丘」","jomon2_bnum59.html"
"良州","義昌郡","慶尚北道 浦項市 北区 興海邑","義昌郡","退火郡","興海郡","上古音：「退」tʰ wəd／tʰ uəi／tʰ uə̂d／tʰ wər／th ədh
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「義」ŋ jie／ŋ ǐe／ŋ jĕ／- ie／ng jĕ／ŋ ǐɛ
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ
随唐音：「興」x i̯əŋ／h ǐəŋ／x jəŋ／x ieŋ／x jəng／x ǐəŋ
随唐音：「海」x ɑ̆i／h ɒi／x Ai／x əi／x ậi／x əi","アイヌ語：「退火（県）」
＝「テュ・アッ・ハィ(tu-at-hay)」＝「峰が・たくさんある・カジキマグロの顎（のように突き出た峰）」
or「テュ・アィ・ハィ(tu-ay-hay)」＝「峰の・矢の（ように鋭く尖った）・カジキマグロの顎（のように突き出た峰）」
アイヌ語：「義昌（郡）」＝
「キル・エ・テュ・エ・アン(kir-e-tu-e-an)」＝「山脚の・頭・峰の・頭・がある（ところ）」
アイヌ語：「興海（郡）」＝
「ヘ・エ・エン・ハィ(he-e-en-hay)」＝「頭が・そこで・突き出ている・カジキマグロの顎（のように突き出た峰）」","jomon2_bnum59.html"
"良州","安康県","慶尚北道 慶州市 安康邑","安康県","比火県","安康県","上古音：「比」bʰ i̯ər／b ǐei／bʰ jed／b jier／b jid
上古音：「比」p i̯ər／p ǐei／p jed／p jier／p jidx
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn
随唐音：「康」kʰ ɑŋ／kʰ ɑŋ／kʰ ɑŋ／kʰ ɑn／kh âng／kʰ ɑŋ","アイヌ語：「比火（県）」
＝「ピ・エ・エン・ハィ(pi-e-en-hay)」＝「石が・そこで・突き出ている・カジキマグロの顎（のように突き出た峰）」
アイヌ語：「安康（県）」
＝「アゥ・ウン・ク・アゥ・ウン(aw-un-ku-aw-un)」＝「角、枝分かれ・にある・矢（先の形の峰）の・角、枝分かれ・にある（ところ）」","jomon2_bnum59.html"
